news,source,label
 ಪ್ರೀತಿಸಿದ ಹುಡುಗಿ ಸಿಗಲಿಲ್ಲ ಅಂತ ಆತ್ಮಹತ್ಯೆಗೆ ಶರಣಾದ ಯುವಕ! ಆಡಿಯೋದಲ್ಲಿ ನೋವು ತೋಡಿಕೊಂಡು ಸೂಸೈಡ್,news18,1
 ರಾಖಿ ಸಾವಂತ್ ಪಾಕಿಸ್ತಾನ ಧ್ವಜವನ್ನು ಅಪ್ಪಿಕೊಂಡಿದ್ದೇಕೆ? ,oneindia,0
ಇದೇ 24ರಿಂದ ಸಿಯುಇಟಿ–ಯುಜಿ ಪರೀಕ್ಷೆ  ,prajavani,1
"ತಿರುಪತಿಯಲ್ಲಿ ರಶ್ಶೋರಶ್ಶು, 4-5 ಕಿ.ಮೀ. ಉದ್ದದ ಕ್ಯೂ, 2-3 ದಿನ ಬರಬೇಡಿ: ಟಿಟಿಡಿ",asianet,1
"ರಾಷ್ಟ್ರಪತಿ ಪದವಿಗೆ ಏರಿದ್ದು ನನ್ನ ಸಾಧನೆಯಲ್ಲ, ದೇಶದ ಬಡವರ ಸಾಧನೆ",asianet,1
Crime News: ಆಸ್ತಿಗಾಗಿ ಪ್ರಿಯಕರನೊಂದಿಗೆ ಸೇರಿ ಹೆತ್ತವರನ್ನೇ ಕೊಂದ ಮಗಳು,asianet,1
 ಕೊರೋನಾ ವೈರಸ್‌ ಜೀವಿ​ತಾ​ವಧಿ 12 ಗಂಟೆ ನಿಜ​ವೇ?,asianet,0
"Tumakuruನಲ್ಲಿ  ಕಾರು - ಸರಕಾರಿ ಬಸ್ ಭೀಕರ ಅಪಘಾತ, ಇಬ್ಬರು ಬಲಿ",asianet,1
"ದೇಶದಲ್ಲಿ ಪ್ರಜಾಪ್ರಭುತ್ವ ಸಾಯುತ್ತಿದೆ: ರಾಹುಲ್‌ ಟೀಕೆಗೆ ಬಿಜೆಪಿ ತಿರುಗೇಟು                              
                        ",prajavani,1
 ಮಲಬದ್ದತೆ ಸಮಸ್ಯೆಗೆ ಈ ಆಲೂಗೆಡ್ಡೆ ಜ್ಯೂಸ್​ ಪರಿಹಾರವಂತೆ,news18,1
 ಹರ್ಷ ಹತ್ಯೆಗೆ ಕಾರಣ ಏನು? ಸಾವಿನ ಮನೆಯಲ್ಲಿ ಸುಳ್ಳಿನ ಮೆರವಣಿಗೆ,oneindia,0
ಕಾಶ್ಮೀರಿ ಹಿಂದು ರಾಹುಲ್ ಭಟ್ ಹತ್ಯೆ ಮಾಡಿದ 3 ಭಯೋತ್ಪಾದಕರಿಗೆ ಗುಂಡಿಕ್ಕಿದ ಭಾರತೀಯ ಸೇನೆ,asianet,1
"ಜಿಲ್ಲೆಯಲ್ಲಿ 326 ಬಾಲಕಾರ್ಮಿಕರು ಪತ್ತೆ: ಖೈನೂರ                              
                        ",prajavani,1
"ಸಲ್ಮಾನ್ ಖಾನ್ Vs ಗ್ಯಾಂಗ್‌ಸ್ಟರ್‌, ದೇವರ ಕೊಂದ ಶಾಪ?",asianet,1
"Covid India Update| ಇಂದು 19,406 ಪ್ರಕರಣ, 49 ಸಾವು                              
                        ",prajavani,1
ನನ್ನ ಧ್ವನಿಯನ್ನು ಅಡಗಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ: ನಟ ಪ್ರಕಾಶ್‌ ರಾಜ್‌ ,prajavani,1
ಮಾನವನನ್ನು ಮೃಗವನ್ನಾಗಿಸಿದ ಜಾತಿ ಪ್ರೇಮ: ಜೈನ ವೃದ್ಧನನ್ನು ಮುಸಲ್ಮಾನ ಎಂದು ಥಳಿಸಿ ಕೊಂದೇ ಬಿಟ್ಟರು,asianet,1
BIG 3: ಹಕ್ಕು ಕೇಳಿದ್ದಕ್ಕೆ ಎರಡು ಕುಟುಂಬಗಳಿಗೆ ಬಹಿಷ್ಕಾರ,asianet,1
ಮೊದಲ ಬಾರಿ ಮಿಲ್ಕಿವೇ ಬ್ಲಾಕ್‌ಹೋಲ್ ಚಿತ್ರ ಬಿಡುಗಡೆ,asianet,1
"ಅಗ್ನಿಪಥಕ್ಕೆ 3 ದಿನದಲ್ಲಿ 56,960 ಅರ್ಜಿ ಸಲ್ಲಿಕೆ",asianet,1
Save Soil Movement: 26 ದೇಶ ಸುತ್ತಿದ ಸದ್ಗುರು ಭಾರತ ಪ್ರವೇಶ,asianet,1
ಬರೇಲಿಯಲ್ಲಿ ಮುಸ್ಲಿಮರು ಪೊಲೀಸರನ್ನು ಥಳಿಸುತ್ತಿರುವುದು ಎಂದು ಸಂಬಂಧವಿಲ್ಲದ ವಿಡಿಯೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
"ನಾನು ಮಾತ್ರವಲ್ಲ, ನೀವೂ ದ್ರಾವಿಡರೇ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿಗೆ ಸಿದ್ದು ತಿರುಗೇಟು",asianet,1
 ನೀತಾ ಅಂಬಾನಿಗೆ ತಲೆ ಬಾಗಿ ನಮಸ್ಕರಿಸಿದರೇ ಮೋದಿ? ,oneindia,0
ಪೋಸ್ಟ್‌ನಲ್ಲಿನ ‘ಪೊಲೀಸ್ ಕ್ರೂರತೆ’ ಚಿತ್ರವು ‘ಜೆಎನ್‌ಯು ಶುಲ್ಕ ಹೆಚ್ಚಳ’ ಪ್ರತಿಭಟನೆಗೆ ಸಂಬಂಧಿಸಿಲ್ಲ,factly,0
ಅಮೃತಸರದ ಅಪಘಾತದ ವಿಡಿಯೋವನ್ನು ಯುಪಿ ಸರ್ಕಾರ ರೈತರ ಪ್ರತಿಭಟನಾಕಾರ ಮೇಲೆ ಹಲ್ಲೆ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಕನ್ಹಯ್ಯಲಾಲ್‌ ಹಂತಕರಿಗೆ ಎನ್‌ಐಎ ಫುಲ್‌ ಡ್ರಿಲ್, ಕೋರ್ಟ್‌ನಲ್ಲಿ ವಕೀಲರಿಂದಲೇ ಹಲ್ಲೆ, ವಿಡಿಯೋ ವೈರಲ್",asianet,1
“ಆಜ್‌ತಕ್ ಸುದ್ದಿ ಸಂಸ್ಥೆಯ ‘ಮುಂದಿನ ಪ್ರಧಾನಿ ಯಾರು’ ಎಂಬ ಸಮೀಕ್ಷೆಯಲ್ಲಿ ರಾಹುಲ್ ಗಾಂಧಿ ಅತಿ ಹೆಚ್ಚು ಮತಗಳನ್ನು ಪಡೆದಿದ್ದಾರೆ” ಎಂದು ಎಡಿಟ್‌ ಮಾಡಿದ ಫೋಟೊ ಶೇರ್‌ ಮಾಡಲಾಗುತ್ತಿದೆ,factly,0
 ಲೋಕಸಭೆ ಅಂಗೀಕರಿಸಿದ ಅಂಟಾರ್ಕ್ಟಿಕಾ ಮಸೂದೆ ಎಂದರೇನು? ಇದು ಹೇಗೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ?,news18,1
ಜೈಲಿಂದ ರಿಲೀಸ್ ಆಗಿ ಮತ್ತೆ ಅಪರಾಧ ಕೃತ್ಯಗಳಲ್ಲಿ ಭಾಗಿಯಾಗಿದ್ದ ರೌಡಿಶೀಟರ್  ಬಂಧನ,asianet,1
ಸುರತ್ಕಲ್‌ನ ಫಾಝಿಲ್‌ ಹತ್ಯೆ: ಎಲ್ಲ ಬಂಧಿತರಿಗೆ ಹಿಂದು ಸಂಘಟನೆಗಳ ನಂಟು,asianet,1
Mohammed Zubair ಬಂಧನಕ್ಕೆ ಕ್ಯಾತೆ ಎತ್ತಿದ ಜರ್ಮನಿಗೆ ಚಾಟಿ ಬೀಸಿದ ಭಾರತ ,asianet,1
"ಪೀಠೋಪಕರಣ ಮಾರಾಟ ಮೇಳ                              
                        ",prajavani,1
" ಆಗಸ್ಟ್ ಈ ಎರಡು ರಾಶಿಗಳಿಗೆ ಅದೃಷ್ಟದ ತಿಂಗಳು, ಇವರ ಎಲ್ಲಾ ಕನಸುಗಳೂ ಈಡೇರುತ್ತೆ",news18,1
" ರೊಚ್ಚಿಗೆದ್ದ ಅಖಿಲಾಂಡೇಶ್ವರಿ, ಪಾರು-ಜನನಿ ಜೊತೆ ಅರುಂಧತಿ ಮನೆಗೆ ಎಂಟ್ರಿ! ಇವತ್ತು ರೋಚಕ ತಿರುವು",news18,1
"ಮತ್ತೆ ಚಿಗುರಿದ ಕ್ರಿಕೆಟ್ ಅಂಗಣದ ಕನಸು                              
                        ",prajavani,1
ಬಿಹಾರದಲ್ಲಿ ‘ಜ್ಯೋತಿ ಕುಮಾರಿ’ ಬಾಲಕಿಯ ಸಾವನ್ನು ‘ಸೈಕಲ್ ಹುಡುಗಿ’ ಜ್ಯೋತಿ ಕುಮಾರಿ ಪಾಸ್ವಾನ್ ಅವರೊಂದಿಗೆ ತಪ್ಪಾಗಿ ಸಂಬಂಧಿಸಲಾಗಿದೆ,factly,0
ಚೀನಾದ ಪತ್ರಕರ್ತನನ್ನು ಮದುವೆಯಾಗಿದ್ದಾರಾ ಅಮೆರಿಕದ ನ್ಯಾನ್ಸಿ ಪೆಲೋಸಿ..?,asianet,1
‘ಕೇರಳದ ಜನರು ಸಿಎಎ ಮತ್ತು ಎನ್‌ಆರ್‌ಸಿಯನ್ನು ಬೆಂಬಲಿಸಿ ಬಿಜೆಪಿ ಮತ್ತು ಆರ್‌ಎಸ್‌ಎಸ್ ಬೈಕ್ ರಾಲಿಯ ಮೇಲೆ ದಾಳಿ ಮಾಡಿದ್ದಾರೆ’ ಎಂದು ಹಂಚಿಕೊಂಡ ಹಳೆಯ ಮತ್ತು ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊ,factly,0
 ಹಿಂದಿ ವಿರೋಧಿ ಅಭಿಯಾನಕ್ಕೆ ಕೆನಡಾ ಪ್ರಧಾನಿ ಬೆಂಬಲ ,oneindia,0
"ನೌಕಾನೆಲೆಯಲ್ಲಿ 10 ಕಿ.ಮೀ ‘ಸ್ವಾತಂತ್ರ್ಯ ಓಟ’                              
                        ",prajavani,1
ಮುಂದಿನ ರಾಷ್ಟ್ರಪತಿಯಾಗಿ ದ್ರೌಪದಿ ಆಯ್ಕೆ ಸಲೀಸು..,asianet,1
Fact Check,oneindia,0
"ಅಪ್ಘನ್ ನಿರಾಶ್ರಿತನ ಫೋಟೋ ವೈರಲ್, ಬಿಗ್ ಬಿನಾ ಇದು ಅಂತ ಕೇಳ್ತಿದ್ದಾರೆ ನೆಟ್ಟಿಗರು",asianet,1
ಬಹಮನಿಯರ ಕೋಟೆ ಮೇಲೆ ಹಾರಾಡಲಿದೆ ರಾಷ್ಟ್ರಧ್ವಜ ,prajavani,1
 ಮುಸ್ಲಿಂ ವ್ಯಕ್ತಿ ಪೊಲೀಸರಿಗೆ ಬೆದರಿಕೆ ಹಾಕಿದನೇ?,prajavani,0
"ಸಾವನ್ನಪ್ಪಿದ ವರ, ವಧುವಿನ ಸ್ಥಿತಿ ಗಂಭೀರ, ತಿಂಗಳು ತುಂಬುವ ಮೊದಲೇ ಸಂಸಾರ ಛಿದ್ರ",asianet,1
 ಮಾಡರ್ನಾ ಲಸಿಕೆಯಲ್ಲಿ ಕೀಟನಾಶಕಗಳಿವೆಯೇ? ಸತ್ಯಾಸತ್ಯತೆ ತಿಳಿಯಿರಿ,oneindia,0
ಗೃಹ ಸಚಿವ ಆರಗ ಜ್ಞಾನೇಂದ್ರ ಮನೆಗೆ ಮುತ್ತಿಗೆ; 40 ಎಬಿವಿಪಿ ಕಾರ್ಯಕರ್ತರ ಬಂಧನ,asianet,1
"‘ಉತ್ತಮ ಆರೋಗ್ಯ ಕಾಪಾಡಿಕೊಳ್ಳಿ’                              
                        ",prajavani,1
 ಹೆಂಡತಿ ಒಲ್ಲೆ ಎಂದಿದ್ದಕ್ಕೆ ತಾನೇ ಮೆಟರ್ನಿಟಿ ಫೋಟೊಶೂಟ್ ಮಾಡಿಸಿಕೊಂಡ ಪತಿ ,oneindia,0
"ಪಾಲಿಶ್‌ ಮಾಡುವ ನೆಪ: ಮಾಂಗಲ್ಯ ಅಪಹರಣ                              
                        ",prajavani,1
ಕೇರಳದ ಮಹಿಳಾ ಪೊಲೀಸ್‌ ಸಿಬ್ಬಂದಿ ಬುರ್ಕಾ ಹಾಕಿಕೊಂಡಿರುವುದು ಹೌದಾ?,asianet,0
"Air India ಏರ್‌ ಇಂಡಿಯಾ ಸಿಇಒ, ಎಂಡಿ ಆಗಿ ಕ್ಯಾಂಪ್‌ಬೆಲ್‌ ವಿಲ್ಸನ್‌ ನೇಮಕ",asianet,1
ಸರ್ಕಾರಿ ಕಚೇರಿಗಳಿಗೆ ಇನ್ನು ಎಸಿಬಿ ಅನಿರೀಕ್ಷಿತ ಭೇಟಿ,asianet,1
"ಪ್ರವಾಹ: ಇನ್ನೂ ಎರಡು ಎಸ್‌ಡಿಆರ್‌ಎಫ್ ತಂಡ                              
                        ",prajavani,1
 ವಿಡಿಯೊದ ಅಸಲಿಯತ್ತೇನು?,prajavani,0
"ನಾರಾವಿಯಲ್ಲಿ ವರುಣನ ಆರ್ಭಟ: ಹಲವು ತೋಟಗಳು ಜಲಾವೃತ                              
                        ",prajavani,1
ಕೇರಳ ವೈದ್ಯ ವಿಸ್ಮಯ ಆತ್ಮಹತ್ಯೆ ಪ್ರಕರಣ: ವರದಕ್ಷಿಣೆ ಪ್ರಕರಣದಲ್ಲಿ ಪತಿ ದೋಷಿ: ಕೋರ್ಟ್‌,asianet,1
"ಅಮೆರಿಕ: ಇಂಡಿಯಾನದಲ್ಲಿ ಗರ್ಭಪಾತ ನಿಷೇಧ                              
                        ",prajavani,1
ಮಾಂಗಲ್ಯ ತೆೆಗೆಯೋದು ಪತಿಗೆ ನೀಡೋ ಮಾನಸಿಕ ಕ್ರೌರ್ಯ: ಮದ್ರಾಸ್ ಹೈ ಕೋರ್ಟ್,asianet,1
 ಈ ಕಾಲೇಜುಗಳಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿನಿಯರಿಗೆ ಬಾಯ್‌ಫ್ರೆಂಡ್ ಕಡ್ಡಾಯ,oneindia,0
" ಚಿಕ್ಕಮಗಳೂರಲ್ಲಿ ಮೂರು ದಿನ ಭಾರೀ ಮಳೆ; ಒಂದು ದಿನ ರೆಡ್, ಎರಡು ಆರೆಂಜ್ ಅಲರ್ಟ್ ಘೋಷಣೆ",news18,1
"ಬೆಲೆ ಏರಿಕೆ ವಿರುದ್ಧ ಪ್ರತಿಭಟನೆ: ರಾಹುಲ್ ಗಾಂಧಿ, ಶಶಿ ತರೂರ್ ಪೊಲೀಸ್ ವಶಕ್ಕೆ                              
                        ",prajavani,1
 ವಿಪಕ್ಷ ನಾಯಕರ ಸಭೆಗೆ ಸುಬ್ರಮಣಿಯನ್ ಸ್ವಾಮಿ ಭಾಗಿಯಾಗಿದ್ರಾ?,oneindia,0
 ಲಸಿಕೆ ಸಿಕ್ಕ ಖುಷಿಯಲ್ಲಿ ರಷ್ಯಾದ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸಂಭ್ರಮಾಚರಣೆ ,oneindia,0
ಫ್ರಾನ್ಸ್‌ನಲ್ಲಿ ಮುಸ್ಲೀಂ ಪ್ರತಿಭಟನಾಕಾರರ ವಿರುದ್ಧ ಪೊಲೀಸರು ಅಶ್ರುವಾಯು ದಾಳಿ ನಡೆಸಿದ್ದಾರೆ ಎಂದು ಟರ್ಕಿಯ 2012ರ ವಿಡಿಯೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಸಿಂಹದ ಜೊತೆ ಚೆಲ್ಲಾಟ ಆಡಲು ಹೋಗಿ ಕೈ ಬೆರಳು ಕಳೆದುಕೊಂಡ ಯುವಕ,asianet,1
ಹಳೆಯ ಮತ್ತು ಸಂಬಂಧವಿಲ್ಲದ ಫೋಟೋವನ್ನು ‘ಲಾಕ್‌ಡೌನ್ ಸಮಯದಲ್ಲಿ ಹಸಿವಿನಿಂದ ಕುಟುಂಬ ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡಿದೆ’ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"‘ಕ್ಷೇತ್ರದ ಅಭಿವೃದ್ಧಿಗೆ ₹50 ಕೋಟಿ’                              
                        ",prajavani,1
"ಮಂಗಳೂರು: ಆ.7ರಂದು ಸುಭಾಷ್ ನಗರದಲ್ಲಿ ಟಿಪ್ಪು ಹೌಸ್‌ ಹಸ್ತಾಂತರ                              
                        ",prajavani,1
ಯವ್ವಾ ಖಾರ... ಮೆಣಸು ತಿಂದು ಗಿನ್ನೆಸ್‌ ಪುಟ ಸೇರಿದ ಭೂಪ,asianet,1
ಯುಪಿಯಲ್ಲಿ ನಡೆದ ಘಟನೆಗೆ ಸಂಬಂಧಿಸಿದ ಪೋಟೋಗಳನ್ನು ಅರ್ನಾಬ್‌ ಗೋಸ್ವಾಮಿಗೆ ಪೋಲೀಸರು ಹೊಡೆಯುತ್ತಿರುವುದೆಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
"ಸಚಿವ ಪ್ರಭು ಬಿ. ಚವ್ಹಾಣ್ ಹೆಸರಿನಲ್ಲಿ ನಕಲಿ ನೇಮಕಾತಿ ಆದೇಶ: ಶಿಕ್ಷಕ ಬಂಧನ                              
                        ",prajavani,1
Chikkamagaluru: ತಮಿಳುನಾಡು ಮೂಲದ ಎಟಿಎಂ ವಂಚಕನ ಬಂಧಿಸಿದ ಮೂಡಿಗೆರೆ ಪೋಲೀಸರು,asianet,1
ಪಶ್ಚಿಮ ಬಂಗಾಳದಲ್ಲಿ ಇತ್ತೀಚಿನ ಕೋಮು ಹಿಂಸಾಚಾರದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
"ಚೀನಾ ಪ್ರಜೆಗಳಿಗೆ ವೀಸಾ: ತಮಿಳುನಾಡಿನ ಆರು ಸ್ಥಳಗಳಲ್ಲಿ ಇ.ಡಿ ಶೋಧ                              
                        ",prajavani,1
National Anthem ಯುಪಿ ಬಳಿಕ ಮಧ್ಯ ಪ್ರದೇಶ ಮದರಸಾದಲ್ಲೂ ರಾಷ್ಟ್ರಗೀತ ಕಡ್ಡಾಯಕ್ಕೆ ಚಿಂತನೆ,asianet,1
"ಏರ್‌ಇಂಡಿಯಾ ನೇಮಕಾತಿಗೆ ಇಂಡಿಗೋ ಸಿಬ್ಬಂದಿ ದಿಢೀರ್ ರಜೆ, 900ಕ್ಕೂ ಹೆಚ್ಚು ವಿಮಾನ ಹಾರಾಟ ವಿಳಂಬ",asianet,1
 ರೈಲ್ವೆ ಇಲಾಖೆ ಪೂರ್ತಿ ಖಾಸಗೀಕರಣವಾಗುತ್ತಿದೆಯಾ?,asianet,0
"ಅಣ್ವಸ್ತ್ರಗಳ ಸಂಖ್ಯೆ ಹೆಚ್ಚಿಸಿದ ಭಾರತ: ಆದರೆ ಚೀನಾ, ಪಾಕ್‌ನಷ್ಟಿಲ್ಲ",asianet,1
‘ಉಕ್ರೇನ್‌ನ ಸಿಕ್ಕಿಕೊಂಡ ವಿದ್ಯಾರ್ಥಿನಿ ಎಂದು ಸುಳ್ಳು ಹೇಳಿದ ವೈಶಾಲಿ ಯಾದವ್‌ರನ್ನು  ಬಂಧಿಸಿದ್ದಾರೆ’ಎಂಬ ವರದಿ ಸುಳ್ಳು,factly,0
"ರುಂಡ–ಮುಂಡ ಬೇರ್ಪಡಿಸಿದ್ದ ಇಬ್ಬರು ಮಹಿಳೆಯರ ಕೊಲೆ ಪ್ರಕರಣ ಭೇದಿಸಿದ ಪೊಲೀಸರು                              
                        ",prajavani,1
"ಗರ್ಭಿಣಿ ಕೆಲಸಕ್ಕೆ ಅನರ್ಹ, ಇಂಡಿಯನ್ ಬ್ಯಾಂಕ್ ನೇಮಕಾತಿ ನಿಯಮದ ವಿರುದ್ಧ ಆಕ್ರೋಶ",asianet,1
"BiggBoss Kannada OTTಗೆ ಚಾಲನೆ: 16 ಸ್ಪರ್ಧಿಗಳ ಪೂರ್ಣ ಮಾಹಿತಿ ಇಲ್ಲಿದೆ                              
                        ",prajavani,1
ದೇಶದ ಮೊದಲ ಮೆಟ್ರೋ ರೈಲು ಆರಂಭಿಸಿದವರು ವಾಜಪೇಯಿ ಎಂದಿಲ್ಲ ಮೋದಿ,oneindia,0
Fact Check| ಡೊನಾಲ್ಡ್‌ ಟ್ರಂಪ್‌ಗೆ ಕೊರೋನಾ ಸೋಂಕು,asianet,0
 ಕೊರೊನಾವೈರಸ್ ಲಸಿಕೆ ಹಾರಿಸಿಕೊಂಡರೆ 2 ವರ್ಷದಲ್ಲೇ ಸಾವು?,oneindia,0
 ಈ ಚಿತ್ರದ ಅಸಲಿಯತ್ತೇನು?,prajavani,0
 ಕೇಜ್ರಿವಾಲ್ ಮತ್ತು ಭಗವಂತ್ ಮಾನ್ ಒಟ್ಟಿಗೆ ಮದ್ಯ ಸೇವನೆ ,oneindia,0
ಜ್ಞಾನವಾಪಿ ಸಮೀಕ್ಷೆ ವಿರೋಧಿಸಿದವರ ಮೇಲೆ ಲಾಠಿ ಪ್ರಹಾರ ನಿಜವೇ?,prajavani,0
"ಅಕ್ಬರ್, ಬಾಬರ್ ರಸ್ತೆ ಹೆಸರು ಬದಲಿಗೆ ಬಿಜೆಪಿ ಪಟ್ಟು",asianet,1
ಕಳ್ಳತನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವೀಡಿಯೊವನ್ನು ತಿರುಪತಿ ದೇವಸ್ಥಾನ ಸಮಿತಿ ಸದಸ್ಯನ (TTD) ಮನೆಗೆ IT ದಾಳಿ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
ಗಾಲ್ವಾನ್  ಕಣಿವೆಯಲ್ಲಿ ಇತ್ತೀಚೆಗೆ ನಡೆದ ಘರ್ಷಣೆಯಲ್ಲಿ ಹುತಾತ್ಮರಾದ ಭಾರತೀಯ ಸೈನಿಕರ ಚಿತ್ರಗಳು ಎಂದು ಹಳೆಯ ಫೋಟೋಗಳನ್ನು ಲಿಂಕ್ ಮಾಡಲಾಗಿದೆ,factly,0
"ಹಿಂದೂ ರಾಜರ, ಸಾಮ್ರಾಜ್ಯಗಳ ಬಗ್ಗೆ ಇತಿಹಾಸಕಾರರೇಕೆ ಬರೆದಿಲ್ಲ ಎಂದು ಪ್ರಶ್ನಿಸಿದ ಅಮಿತ್ ಶಾ",asianet,1
"ಬ್ರಿಟ್ನಿ ಗ್ರಿನರ್‌ಗೆ 9.5 ವರ್ಷದ ಜೈಲುಶಿಕ್ಷೆಗೆ ಆಗ್ರಹ                              
                        ",prajavani,1
"ಎಸ್‌ಬಿಐ ನಿವ್ವಳ ಲಾಭ ಶೇ 7ರಷ್ಟು ಇಳಿಕೆ                              
                        ",prajavani,1
ಮಗನನ್ನೇ ಮದುವೆಯಾದ ತಾಯಿ: ಪತಿಯಿಂದ ಪೊಲೀಸರಿಗೆ ದೂರು,asianet,1
"ಮಂಕಿಪಾಕ್ಸ್‌: ಅಮೆರಿಕದಲ್ಲಿ ಆರೋಗ್ಯ ತುರ್ತುಸ್ಥಿತಿ ಘೋಷಣೆಗೆ ಸಿದ್ಧತೆ                              
                        ",prajavani,1
"ನಾಗರಹಳ್ಳಿಯಲ್ಲಿ ಜಾತ್ರೆ ಸಂಭ್ರಮ                              
                        ",prajavani,1
"AAP MLA ಹಲ್ಲೆ ಪ್ರಕರಣ, ಆಮ್ ಆದ್ಮಿ ಶಾಸಕ ಬಲ್ಬೀರ್ ಸಿಂಗ್‌ ದೋಷಿ, 3 ವರ್ಷ ಜೈಲು ಶಿಕ್ಷೆ",asianet,1
 ಗ್ಯಾಂಗ್‌ಸ್ಟರ್‌ ದುಬೆ ಜೊತೆ ಸಂಬಿತ್ ಪಾತ್ರ ಡ್ಯಾನ್ಸ್‌,asianet,0
"ಅರಣ್ಯ ಇಲಾಖೆ ದೌರ್ಜನ್ಯ ಖಂಡಿಸಿ ಪಾದಯಾತ್ರೆ                              
                        ",prajavani,1
"ತ್ಯಾಜ್ಯ ನೀರು ನಿರ್ವಹಣೆಯಲ್ಲಿ ವಿಫಲ: ಎನ್‌ಒಐಡಿಎಗೆ ₹100 ಕೋಟಿ ದಂಡ                              
                        ",prajavani,1
 ದ್ವಿಚಕ್ರ ವಾಹನಗಳ ಉತ್ಪಾದನೆ ನಿಲ್ಲಿಸುವಂತೆ EV ತಯಾರಕರಿಗೆ ಕೇಂದ್ರ ಸೂಚನೆ? ,oneindia,0
ಬಿಜೆಪಿ ಶಾಸಕ ರಾಜಾಸಿಂಗ್‌ರವರನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ ಹಳೆಯ ವಿಡಿಯೋವನ್ನು ಇತ್ತೀಚಿಗಿನ ಪ್ರಕರಣ ಎಂದು ತಪ್ಪುದಾರಿಗೆಳೆಯುತ್ತಿದ್ದಾರೆ,factly,0
"2 ದೇಶ, 2 ರಾಷ್ಟ್ರಪತಿ ಭವನ, 2 ದಂಗೆ: ಇವೆರಡರ ನಡುವಿನ ವ್ಯತ್ಯಾಸ ಮಾತ್ರ ಅಜಗಜಾಂತರ",asianet,1
 ಕೇಸರಿ ದಬ್ಬಾಳಿಕೆ ನಡೆಯುತ್ತಿದೆಯೇ?,asianet,0
 ಸಂಧಿವಾತ ಕಾಯಿಲೆಯಿಂದ ಬಳಲುತ್ತಿದ್ದಾರೆ ಕಿರುತೆರೆ ನಟಿ!,news18,1
"ಕರಾಚಿ: ಮೊಹಂಜೊ–ದಾರೊ ಬಳಿ ಬುದ್ಧ ಪೆಂಡೆಂಟ್‌ ಪತ್ತೆ                              
                        ",prajavani,1
ಧಣಿಯನ್ನೇ ಕೊಂದು ಮುಗಿಸಿದ್ದ.. ಲೂಟಿ ಮಾಡಲು ಬಂದವನು 25 ಕೆ.ಜಿ ಬೆಳ್ಳಿ ಬಿಟ್ಟು ಹೋಗಿದ್ದ..,asianet,1
 ತಮ್ಮ ಹೋಟೆಲ್‌ಗಳನ್ನು ಆಸ್ಪತ್ರೆಗಳನ್ನಾಗಿ ಪರಿವರ್ತಿಸಿದ ಕ್ರಿಸ್ಟಿಯಾನೋ ರೊನಾಲ್ಡೋ..,asianet,0
"ವಾರ ಭವಿಷ್ಯ: 7-8-2022ರಿಂದ 13-8-2022ರವರೆಗೆ                              
                        ",prajavani,1
"ಸ್ವಾತಂತ್ರ್ಯ ದಿನಾಚರಣೆಗೆ ಭಾರಿ ವಿದ್ವಂಸಕ ಕೃತ್ಯಕ್ಕೆ ಪ್ಲಾನ್, ISIS ಉಗ್ರನ ಬಂಧಿಸಿದ NIA",asianet,1
ಕಾಫಿ ನಾಡಲ್ಲಿ ಅಕ್ರಮ ಬಾಂಗ್ಲಾ ನಿವಾಸಿಗಳು ಪತ್ತೆ,asianet,1
"Covid India Update| 24 ಗಂಟೆಗಳಲ್ಲಿ 20,551 ಪ್ರಕರಣ, 70 ಸಾವು                              
                        ",prajavani,1
ಈ ಫೋಟೋದಲ್ಲಿನ ಆಸ್ಪತ್ರೆಯ ಹಾಸಿಗೆಗೆ ಬಂಧಿಸಲ್ಪಟ್ಟ ಹಿರಿಯ ವ್ಯಕ್ತಿ ಫಾದರ್ ಸ್ಟಾನ್ ಸ್ವಾಮಿ ಅಲ್ಲ,factly,0
