,news,source
822,PM Narendra Modi: ಕೋವಿಡ್‌ ಅನಾಥ ಮಕ್ಕಳಿಗೆ ಪ್ರಧಾನಿ ಆಸರೆ,asianet
823,Bengaluru: ತೆಂಗಿನ ಮರ ಏರಿ ಮನೆಗೆ ಕನ್ನ ಹಾಕಿದ್ದ ಆರೋಪಿಯ ಬಂಧನ,asianet
824,ಯವ್ವಾ ಖಾರ... ಮೆಣಸು ತಿಂದು ಗಿನ್ನೆಸ್‌ ಪುಟ ಸೇರಿದ ಭೂಪ,asianet
825,Petrol Bunk strike ದೇಶಾದ್ಯಂತ ಪೆಟ್ರೋಲ್ ಬಂಕ್ ಮಾಲೀಕರಿಂದ ನಾಳೆ ಮುಷ್ಕರ,asianet
826,"ಕಲಘಟಗಿ‌ ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆ ವೈದ್ಯರ ನಿರ್ಲಕ್ಷ್ಯ, ಹೆರಿಗೆಗೆ ಬಂದ ಗರ್ಭಿಣಿ ಸಾವು",asianet
827,ರೋಹಿತ್ ಚಕ್ರತೀರ್ಥ ವಿರುದ್ಧ ಕ್ರಮ: ಕುವೆಂಪು ಪ್ರತಿಷ್ಠಾನದ ಅಧ್ಯಕ್ಷ ಹಂಪನಾ ರಾಜೀನಾಮೆ,asianet
828,"8 ವರ್ಷಗಳ ಪ್ರಧಾನಿ ಪಯಣ, ಸಾಮಾನ್ಯನಿಂದ ವಿಶ್ವನಾಯಕನವರೆಗೆ ಮೋದಿ ಜರ್ನಿ ",asianet
829,"Gold and Silver Price: ಚಿನ್ನ ಪ್ರಿಯರಿಗೆ ಮತ್ತೆ ಶಾಕ್ ಕೊಟ್ಟ ದರ, ಹೀಗಿದೆ ಇಂದಿನ ರೇಟ್‌",asianet
830,Exclusive: ಇಲ್ಲಿ ಡಿ ದರ್ಜೆ ನೌಕರರು ಸಹಾಯಧನ ಪಡೆಯಬೇಕಂದ್ರೆ 35% ಕಮಿಷನ್ ಕೊಡ್ಬೇಕು..,asianet
831,ನಾಡಗೀತೆ ತಿರುಚಿದ ಬಗ್ಗೆ ಪತ್ರ ಗಂಭೀರವಾಗಿ ಪರಿಗಣನೆ: ಸಿಎಂ,asianet
832,ನಿದ್ರಾಹೀನತೆಯಿಂದ ಹೊರಬರಲು ಗಾಂಜಾ ಸೇವನೆ ಕಲಿತಿದ್ದೆ: ಆರ್ಯನ್‌,asianet
833,ಗಡಿನಾಡಿನಲ್ಲಿ ಕನ್ನಡ ಜಾಗೃತಿ ಸಾಂಸ್ಕೃತಿಕ ಸಂಭ್ರಮ,asianet
834,"ತಿರುಪತಿಯಲ್ಲಿ ರಶ್ಶೋರಶ್ಶು, 4-5 ಕಿ.ಮೀ. ಉದ್ದದ ಕ್ಯೂ, 2-3 ದಿನ ಬರಬೇಡಿ: ಟಿಟಿಡಿ",asianet
835,Save Soil Movement: 26 ದೇಶ ಸುತ್ತಿದ ಸದ್ಗುರು ಭಾರತ ಪ್ರವೇಶ,asianet
836,"ನಾನು ಮಾತ್ರವಲ್ಲ, ನೀವೂ ದ್ರಾವಿಡರೇ: ಸಿಎಂ ಬೊಮ್ಮಾಯಿಗೆ ಸಿದ್ದು ತಿರುಗೇಟು",asianet
837,"Sidhu Moose Wala ಭದ್ರತೆ ವಾಪಸ್ ಪಡೆದ ಬೆನ್ನಲ್ಲೇ ಪಂಜಾಬ್ ಸಿಂಗರ್, ಕಾಂಗ್ರೆಸ್ ನಾಯಕ ಸಿಧುನನ್ನು ಗುಂಡಿಕ್ಕಿ ಹತ್ಯೆ",asianet
838,"Covid 19 cases ಭಾರತದಲ್ಲಿ ಕೊರೋನಾ 4ನೇ ಅಲೆ ಭೀತಿ, 2,828 ಹೊಸ ಪ್ರಕರಣ ಪತ್ತೆ",asianet
839,"ಫ್ರೆಂಡ್‌ಶಿಪ್‌ ಮಧ್ಯೆ ಬಂದ ಹುಡ್ಗಿ ಅನುಮಾನ,  ಮಾಜಿ ಲವ್ವರ್ ಜತೆ ಸುತ್ತಾಡಿದ್ದಕ್ಕೆ ಹೀಗಾ ಮಾಡೋದು?",asianet
840,ಕಳೆದುಹೋದ ಕಂದ ಮತ್ತೆ ಸಿಕ್ಕ ಖುಷಿ: ತಾಯಿ ಮಗುವಿನ ಭಾವುಕ ಪುರ್ಮಿಲನ,asianet
841,Big Breaking: ಉತ್ತರಪ್ರದೇಶ ಪ್ರವಾಸಕ್ಕೆ ತೆರಳಿದ್ದ ಬೀದರ್‌ನ 7 ಮಂದಿ ದುರ್ಮರಣ,asianet
842,ಯಾದಗಿರಿಯಲ್ಲಿ ಅಕ್ರಮ ಮರಳು ದಂಧೆ: ಪೊಲೀಸರೇ ಕಂಬಿ ಹಿಂದೆ..,asianet
843,ನೇಪಾಳದಲ್ಲಿ 4 ಭಾರತೀಯರು ಸೇರಿದಂತೆ 22 ಜನರಿದ್ದ ವಿಮಾನ ನಾಪತ್ತೆ,asianet
844,ಹಾರರ್ ಸಿನಿಮಾ ದಿ ಕಂಜ್ಯೂರಿಂಗ್‌ಗೆ ಸ್ಫೂರ್ತಿಯಾಗಿದ್ದ ಮನೆ 11 ಕೋಟಿ ರೂ.ಗೆ ಸೇಲ್,asianet
845,ಒಂದೇ ಕುಟುಂಬದ ಮೂವರು ಸಹೋದರಿಯರು ತಮ್ಮಿಬ್ಬರ ಮಕ್ಕಳೊಂದಿಗೆ ಬಾವಿಗೆ ಬಿದ್ದು ಆತ್ಮಹತ್ಯೆ,asianet
846,ಪಿಎಫ್‌ಐ ರಾರ‍ಯಲಿಯಲ್ಲಿ ಹಿಂದೂ ವಿರೋಧಿ ಘೋಷಣೆ: ಬಾಲಕನ ತಂದೆ ಸೆರೆ,asianet
847,Bengaluru Crime: ಸೈಕಲ್‌ಗಳನ್ನಷ್ಟೇ ಕಳವು ಮಾಡ್ತಿದ್ದ ಚಾಲಾಕಿ ಕಳ್ಳ..,asianet
848,RSS ಮೂಲ ಪ್ರಶ್ನಿಸಿದ ಸಿದ್ದುಗೆ ಬಿಜೆಪಿ ತರಾಟೆ: ದೇಶ ಕಟ್ಟುವ ಸಂಸ್ಥೆ ಬಗ್ಗೆ ಮಾತನಾಡುವ ನೈತಿಕತೆ ಅವರಿಗಿಲ್ಲ,asianet
849,Chamarajanagar: ಜಮೀನು ಮಾರಾಟ ಮಾಡುವ ವಿಚಾರಕ್ಕೆ ಜಗಳ: ಪತ್ನಿ ಕೊಂದು ಠಾಣೆಗೆ ಶರಣಾದ ಪತಿ,asianet
850,Udupi: ಉದ್ಯಮಿ ಆತ್ಮಹತ್ಯೆಗೆ ಪ್ರಚೋದನೆ ಕೇಸ್‌ನಲ್ಲಿ ಲೆಕ್ಕಪರಿಶೋಧಕ ಅರೆಸ್ಟ್,asianet
851,"Texas Shooting: ಮಗನನ್ನು ಜಡ್ಜ್‌ ಮಾಡಬೇಡಿ, ಅವನಿಗೆ ತನ್ನದೇ ಕಾರಣಗಳಿತ್ತು: 19 ಮಂದಿಯ ಬಲಿ ಪಡೆದಾತನ ತಾಯಿ ಮಾತು",asianet
852,"ಡಿಕೆಶಿ ವಿರುದ್ಧದ ಅಕ್ರಮ ಹಣ ವರ್ಗಾವಣೆ ಕೇಸ್, ವಿಚಾರಣೆಯನ್ನು ಮೇ.31ಕ್ಕೆ ಮುಂದೂಡಿದ ಕೋರ್ಟ್",asianet
853,"ಕೇರಳ ಬೆನ್ನಲ್ಲೇ ಕರ್ನಾಟಕಕ್ಕೂ ಮುಂಗಾರು ಪ್ರವೇಶ, ಜೂನ್ 5ರಿಂದ ಮಳೆಯಬ್ಬರ: ಐಎಂಡಿ",asianet
854,"2 ತಿಂಗಳ ಹಿಂದೆ ಅನ್ಯ ಧರ್ಮದವನೊಂದಿಗೆ ಪರಾರಿದ ಯುವತಿ, ತಂದೆ ಮನೆಯಲ್ಲಿ ರಕ್ತ ಸಿಕ್ತ ಶವ ಪತ್ತೆ",asianet
855,ನಿರ್ಬಂಧದ ನಡುವೆಯೂ ರಷ್ಯಾದಿಂದ ಈವರೆಗಿನ ದಾಖಲೆಯ ಪ್ರಮಾಣದ ತೈಲ ಭಾರತಕ್ಕೆ ಸಾಗಣೆ ,asianet
856,ಬಲವಂತ ಮತಾಂತರ: ಗೋವಾದಲ್ಲಿ ಧರ್ಮ ಪ್ರಚಾರಕ ದಂಪತಿ ಬಂಧನ,asianet
857,ಚಾರ್‌ಧಾಮ್‌ ಯಾತ್ರೆ: ಭಾರೀ ಸಾವಿಗೇನು ಕಾರಣ? ತಜ್ಞರು ಹೇಳಿದ್ದು ಹೀಗೆ,asianet
858,13 ವರ್ಷಗಳಿಂದ ಒಂದೇ ಒಂದು ರಜೆ  ಪಡೆದಿಲ್ಲ ತಮಿಳುನಾಡಿನ ಸರ್ಕಾರಿ ಶಾಲೆಯ ಈ ಶಿಕ್ಷಕಿ,asianet
859,12 ಲಕ್ಷ ಖರ್ಚು ಮಾಡಿ ನಾಯಿಯಂತಾದ ವ್ಯಕ್ತಿ..,asianet
860,ಕಾಲು ಸ್ವಾಧೀನವಿಲ್ಲ: ಆದರೂ ಈ ಅಪ್ಪ ಕರ್ತವ್ಯ ಮರೆತಿಲ್ಲ: ವಿಡಿಯೋ,asianet
861,ಗೋವಾ: ಕ್ರೈಸ್ತ ಧರ್ಮಕ್ಕೆ ಮತಾಂತರ ಆರೋಪ: ಪಾದ್ರಿ ಬಂಧನ,asianet
862,"Anil Deshmukh admitted ಮಾಜಿ ಗೃಹ ಸಚಿವ ಅನಿಲ್ ದೇಶ್‌ಮುಖ ಆರೋಗ್ಯದಲ್ಲಿ ಏರುಪೇರು, ಆಸ್ಪತ್ರೆ ದಾಖಲು",asianet
863,Drone Mahotsav 2022 ಬೆಂಗಳೂರಿನ ಡ್ರೋನ್ ಹಾರಿಸಿ ಕಾರ್ಯಕ್ರಮ ಉದ್ಘಾಟಿಸಿದ ಪ್ರಧಾನಿ ಮೋದಿ,asianet
864,ಉತ್ತರಪ್ರದೇಶ: ಬ್ಯಾಂಕ್‌ ಸಾಲ ಪಡೆಯಲು ನಕಲಿ ದಾಖಲೆ ಸೃಷ್ಟಿಸುತ್ತಿದ್ದ ಗ್ಯಾಂಗ್‌ ಬಂಧನ ,asianet
865,ಮದ್ವೆ ವೇಳೆ ಜಾರಿಬಿದ್ದ ವರನ ಪ್ಯಾಂಟ್: ಮುಸಿಮುಸಿ ನಕ್ಕ ವಧು: ವಿಡಿಯೋ ವೈರಲ್,asianet
866,"ಮೋದಿ ಸಮ್ಮುಖದಲ್ಲೇ ಹಿಂದಿ ಹೇರಿಕೆ, ನೀಟ್‌ಗೆ ಮುಖ್ಯಮಂತ್ರಿ ಸ್ಟಾಲಿನ್‌ ಕಿಡಿ",asianet
867,ನಾಯಿ ಜೊತೆ ವಾಕಿಂಗ್ ಮಾಡಲು ಕ್ರೀಡಾಪಟುಗಳ ಹೊರಗಟ್ಟಿದ ಅಧಿಕಾರಿ ಈಗ ಪತ್ನಿಯಿಂದ 3500ಕಿ. ಮೀ ದೂರ,asianet
868,ಕ್ಯಾ.ಅಭಿಲಾಷಾ ಮೊದಲ ಯುದ್ಧ ವಿಮಾನ ಪೈಲಟ್‌,asianet
869,"ಕುಟುಂಬ ಪಕ್ಷಗಳು ದೇಶದ ಶತ್ರು, ಬೆಂಗಳೂರಿಗೆ ತೆರಳಿದ ಸಿಎಂ ಕೆಸಿಆರ್‌ಗೆ  ಮೋದಿ ಟಾಂಗ್‌",asianet
870,"Chargesheet Against DK Shivakumar: ನಾನು ತಪ್ಪು ಮಾಡಿಲ್ಲ, ಇದು ಷಡ್ಯಂತ್ರ: ಡಿಕೆಶಿ",asianet
871,"Rajya Sabha Election: ಸಿದ್ದು, ಡಿಕೆಶಿ ಭೇಟಿಯಾದ ಜೈರಾಂ: 30ಕ್ಕೆ ನಾಮಪತ್ರ?",asianet
872,ಗೂಗಲ್‌ನ ಮೊದಲ ಫೋಲ್ಡಬಲ್ ಪಿಕ್ಸೆಲ್ ಫೋನ್ 2023ರಲ್ಲಿ ಬಿಡುಗಡೆ:  ವರದಿ,asianet
873,ಧಣಿಯನ್ನೇ ಕೊಂದು ಮುಗಿಸಿದ್ದ.. ಲೂಟಿ ಮಾಡಲು ಬಂದವನು 25 ಕೆ.ಜಿ ಬೆಳ್ಳಿ ಬಿಟ್ಟು ಹೋಗಿದ್ದ..,asianet
874,ಗೆಳೆಯನ ಮನೆಯಲ್ಲಿ ಗುಂಡು ಹಾರಿಸಿಕೊಂಡು ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡ ಉಡುಪಿಯ ಉದ್ಯಮಿ ,asianet
875,Tumakuru; ಇಂಗ್ಲಿಷ್‌ ಓದಲು ಕಷ್ಟವೆಂದು ಆತ್ಮಹತ್ಯೆಗೆ ಯತ್ನಿಸಿದ ಬಾಲಕ,asianet
876,ತಣ್ಣಗಾಗಿದ್ದ ಹಿಜಾಬ್ ವಿವಾದ ಮಂಗಳೂರಲ್ಲಿ ಮತ್ತೆ ಆರಂಭ,asianet
877,ಬಿಜೆಪಿ ಮುಖಂಡ ಅನಂತರಾಜು ಆತ್ಮಹತ್ಯೆಗೆ ಮತ್ತೊಂದು ಟ್ವಿಸ್ಟ್: ವಾಟ್ಸಾಪ್ ಚಾಟ್ ವೈರಲ್,asianet
878,Explained: ರಾಹುಲ್ ಗಾಂಧಿ ಇಂಗ್ಲೆಂಡ್‌ಗೆ ಹೋಗಲು ಸರ್ಕಾರದ ಪರವಾನಗಿ ಬೇಕೆ? ,asianet
879,MBBS ಸೀಟು ಕೊಡಿಸೋದಾಗಿ ವೈದ್ಯನಿಗೆ ಹನಿಟ್ರ್ಯಾಪ್ ಜಾಲಕ್ಕೆ ಸಿಲುಕಿಸಿದ‌‌ ವಂಚಕರ ಬಂಧನ,asianet
880,ಮೋದಿ ಪ್ರಧಾನಿಯಾಗಿ ಇಂದಿಗೆ 8 ವರ್ಷ,asianet
881,ತೃತೀಯ ರಂಗಕ್ಕೆ ಬಲ ನೀಡಲು ಇಂದು ತೆಲಂಗಾಣ ಸಿಎಂ ಕೆಸಿಆರ್‌-ದೇವೇಗೌಡ ಚರ್ಚೆ,asianet
882,Bengaluru: ಬಿಜೆಪಿ ಮುಖಂಡ ಅನಂತರಾಜು ಆತ್ಮಹತ್ಯೆ: ಪೊಲೀಸರ ಮುಂದೆ ಪತ್ನಿ ಸುಮಾ ಹೇಳಿದ್ದೇನು?,asianet
883,ಅಕ್ಟೋಬರ್ 24ರಿಂದ ಈ ಐಫೋನ್‌ಗಳಲ್ಲಿ ವಾಟ್ಸಪ್ ಬಂದ್,asianet
884,"ಮಗನ ಹೆಂಡತಿಗೆ ಮಾವನಿಂದ ಅಶ್ಲೀಲ ಮೆಸೇಜ್, ಕಿರುಕುಳಕ್ಕೆ ಪ್ರಾಣಬಿಟ್ಟ ಸೊಸೆ",asianet
885,Fact Check: ಕ್ವಾಡ್ ಶೃಂಗದಲ್ಲಿ ಪ್ರಧಾನಿ ಮೋದಿ ಕಡೆಗಣಿಸಿದ ಜೋ ಬೈಡೆನ್‌? ವೈರಲ್‌ ವಿಡಿಯೋ ಸತ್ಯಾಸತ್ಯತೆ ಏನು?,asianet
886,Save Soil Movement: ನೀವು ತಿಳಿದಿರಲೇಬೇಕಾದ 15 ಮಹತ್ವದ ಸಂಗತಿಗಳು,asianet
887,"ಹೊಡಿತಾಳೆ, ಬಡಿತಾಳೆ ನನ್ ಹೆಂಡ್ತಿ, ಪೊಲೀಸ್ ರಕ್ಷಣೆ ಕೋರಿದ ಪತಿ",asianet
888, 5 ವರ್ಷದ ಬಳಿಕ ಕೊಲೆಗಾರನನ್ನು ಹುಡುಕಿಕೊಟ್ಟ Facebook,asianet
889," 2 ತಿಂಗಳ ಹಿಂದೆ ನಡೆದಿತ್ತು ಪುಟಿನ್‌ ಹತ್ಯೆಗೆ ಯತ್ನ, ಸಂಚು ವಿಫಲ",asianet
890,"Texas Shooting: ಮೊದಲು ತನ್ನ ಅಜ್ಜಿಗೆ ಗುಂಡಿಕ್ಕಿದ ದಾಳಿಕೋರ, ನಂತರ ಶಾಲೆಗೆ ತೆರಳಿ ಗುಂಡಿನ ಮಳೆಗೆರೆದಿದ್ದ",asianet
891,ಪ್ರತಿ ವರ್ಷ 20 ಲಕ್ಷ ಟನ್‌ ಖಾದ್ಯ ತೈಲ  ಆಮದಿಗೆ ಆಮದು ಸುಂಕ ಇಲ್ಲ: ಸರ್ಕಾರ,asianet
892,ಐಪಿಇಎಫ್‌ ಒಪ್ಪಂದ ‘ಆರ್ಥಿಕ ನ್ಯಾಟೋ’: ಚೀನಾ ಕಿಡಿ,asianet
893,ಗುಡುಗು ಸಿಡಿಲು ಸಹಿತ ಮಳೆಗೆ ತತ್ತರಿಸಿದ ರಾಷ್ಟ್ರ ರಾಜಧಾನಿ: ದೆಹಲಿಯಲ್ಲಿ ಜನಜೀವನ ಅಸ್ತವ್ಯಸ್ತ,asianet
894,Hubballi Accident ಹುಬ್ಬಳ್ಳಿ ಅಪಘಾತದಲ್ಲಿ ಮಡಿದ ಕುಟುಂಬಕ್ಕೆ 2 ಲಕ್ಷ ರೂ ಪರಿಹಾರ ಘೋಷಿಸಿದ ಮೋದಿ,asianet
895,ಸಿಲಿಕಾನ್ ಸಿಟಿ ರಸ್ತೆಗಳಲ್ಲಿ SORRY SORRY SORRY,asianet
896,"ಲಂಡನ್ ನಲ್ಲಿ ಭಾರತದ ವಿರೋಧಿ ಜೆರೆಮಿ ಕಾರ್ಬಿನ್ ಭೇಟಿ ಮಾಡಿದ ರಾಹುಲ್ ಗಾಂಧಿ, ಬಿಜೆಪಿಯಿಂದ ಟೀಕೆ",asianet
897,ಉದ್ಯಮಿ ಆದಿಕೇಶವಲು ಮಗ ಶ್ರೀನಿವಾಸ್‌ ಬಂಧಿಸಿದ ಎನ್‌ಸಿಬಿ,asianet
898,"PM Modi ಮೇ26ಕ್ಕೆ ಪ್ರಧಾನಿ ಮೋದಿ ಹೈದರಾಬಾದ್, ಚೆನ್ನೈ ಭೇಟಿ",asianet
899,ಮಂದಾರ್ತಿ ಗುಡ್ಡಕ್ಕೆ ಬಂದು ಪ್ರೇಮಿಗಳು ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡಿದ್ದೇಕೆ?,asianet
900,ಮಿಲ್ಟ್ರಿ ಆಫೀಸರ್ ಅಂತ ಹೇಳಿ ಆಟೋ ಡ್ರೈವರ್‌ಗೆ ಪಂಗನಾಮ ಹಾಕಿದ ನಯವಂಚಕ..,asianet
901,"ಕಸದ ತೊಟ್ಟಿಯಲ್ಲಿ ಗೋವಿನ ಮೃತದೇಹ, ಈ ಗೋಶಾಲೆಯ ಹಲವು ಹಸುಗಳು ಸಾಯುವ ಹಂತದಲ್ಲಿ",asianet
902,ಸಿಲಿಕಾನ್‌ ಸಿಟಿಯಲ್ಲಿ ಬೆಚ್ಚಿಬೀಳಿಸುವ ದಂಧೆ: ಬೆಂಗ್ಳೂರಿಂದಲೇ ನಡೆಯುತ್ತಿದೆಯಾ ಐಸಿಸ್ ನೇಮಕಾತಿ?,asianet
903,"ಮಂಕಿಪಾಕ್ಸ್‌ ಸೋಂಕು 100ಕ್ಕೆ ಏರಿಕೆ, ವ್ಯಾಧಿ ಉಲ್ಬಣ ಸಾಧ್ಯತೆ: ಡಬ್ಲ್ಯುಎಚ್‌ಒ",asianet
904,ವಿಶ್ವ ಬುದ್ಧನ ಪಥದಲ್ಲಿ ಸಾಗಬೇಕು: ಯುದ್ಧದ ವೇಳೆ ಶಾಂತಿಗೆ ಕಾಪಾಡಲು ನಮೋ ಸೂತ್ರ,asianet
905,ಟೈಮ್‌ ವಿಶ್ವದ 100 ಪ್ರಭಾವಿಗಳಲ್ಲಿ ಭಾರತದ ಮೂವರು,asianet
906,"Save Soil Movement: ‘ಮಣ್ಣು ಉಳಿಸಿ’ಗೆ ಹಾಲಿ, ಮಾಜಿ ಸಿಎಂಗಳ ಬೆಂಬಲ",asianet
907,ದಾವೊಸ್ ಶೃಂಗಸಭೆ: ರಾಜ್ಯದಲ್ಲಿ 2000 ಕೋಟಿ ಹೂಡಿಕೆ: ಸಿಎಂ-ಲುಲು ಸಹಿ,asianet
908,ರಹಸ್ಯ ಇನ್ಸ್ಟಾಗ್ರಾಮ್ ಖಾತೆ ಹೊಂದಿದ್ದಾರಂತೆ ಎಲಾನ್‌ ಮಸ್ಕ್: ಯಾಕೆ ಗೊತ್ತಾ?,asianet
909,"Modi in Japan ಭಾರತ್ ಚಲೋ, ಭಾರತ್ ಸೆ ಜುಡೋ, ಟೋಕಿಯೋದಲ್ಲಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ಕರೆ",asianet
910,"AAP MLA ಹಲ್ಲೆ ಪ್ರಕರಣ, ಆಮ್ ಆದ್ಮಿ ಶಾಸಕ ಬಲ್ಬೀರ್ ಸಿಂಗ್‌ ದೋಷಿ, 3 ವರ್ಷ ಜೈಲು ಶಿಕ್ಷೆ",asianet
911,"Anand Mahindra portrait 741 ಅಕ್ಷರಗಳಲ್ಲಿ ಅರಳಿದ ಆನಂದ್ ಮಹೀಂದ್ರ ಭಾವಚಿತ್ರ, ತಲೆಬಾಗಿದ ಉದ್ಯಮಿ",asianet
912,ಯುವಕನ ಕೈಗೆ ಮಗು ಕೊಟ್ಟು ಮಹಿಳೆ ಪರಾರಿ ಕೇಸಿಗೆ ಟ್ವಿಸ್ಟ್​​:  ಲವ್ವಿಡವ್ವಿಗೆ ಮಾಡಿದ ನಾಟಕ ಅಬ್ಬಬ್ಬಾ...,asianet
913,ಕೇರಳ ವೈದ್ಯ ವಿಸ್ಮಯ ಆತ್ಮಹತ್ಯೆ ಪ್ರಕರಣ: ವರದಕ್ಷಿಣೆ ಪ್ರಕರಣದಲ್ಲಿ ಪತಿ ದೋಷಿ: ಕೋರ್ಟ್‌,asianet
914,"ಹಾಸನ: ವರದಕ್ಷಿಣೆ ಕಿರುಕುಳ, ಮಕ್ಕಳಾಗದಿದ್ದಕ್ಕೆ ಚಿತ್ರಹಿಂಸೆ: ಗೃಹಿಣಿ ನೇಣಿಗೆ ಶರಣು",asianet
915,"ಭಾರತೀಯರಿಗೆ ಶಾಕ್ ಕೊಟ್ಟ ಸೌದಿ ಅರೇಬಿಯಾ, ಕೊರೋನಾ ಭೀತಿಯಿಂದ ಪ್ರಯಾಣಿಕರಿಗೆ ನಿರ್ಬಂಧ",asianet
916,ಸಿಂಹದ ಜೊತೆ ಚೆಲ್ಲಾಟ ಆಡಲು ಹೋಗಿ ಕೈ ಬೆರಳು ಕಳೆದುಕೊಂಡ ಯುವಕ,asianet
917,"ರೈಲ್ವೆ ಹಳಿಗಳನ್ನು ಸ್ಪೋಟಿಸಲು ಪಾಕ್ ಸಂಚು, ಗುಪ್ತಚರ ವಿಭಾಗದ ಎಚ್ಚರಿಕೆ",asianet
918,ರೀಲ್ಸ್‌ಗಾಗಿ ನಡುರಸ್ತೆಯಲ್ಲಿ ಸ್ಟಂಟ್‌: ಪೊಲೀಸರಿಂದ ಯುವಕನ ಬಂಧನ,asianet
919,"ಮಸೀದಿಯಿಂದ ತೆಗೆದ ಧ್ವನಿವರ್ಧಕಗಳೆಲ್ಲಾ ಶಾಲೆ, ಆಸ್ಪತ್ರೆಗಳಿಗೆ ದಾನ: ಯೋಗಿ ಆದಿತ್ಯನಾಥ್",asianet
920,ಮದರಸಾ ಶಿಕ್ಷಣವೇ ಇರಕೂಡದು: ಅಸ್ಸಾಂ ಸಿಎಂ ಶರ್ಮಾ ಪ್ರತಿಪಾದನೆ,asianet
921,ದೊಡ್ಡಣ್ಣ ಅಳಿಯ ವೀರೇಂದ್ರಗೆ ಜೆಡಿಎಸ್‌ ವಿಧಾನಪರಿಷತ್‌ ಟಿಕೆಟ್‌?,asianet
922,"ವಿಶ್ವನಾಥ್‌ ವಿಶ್ವಕ್ಕೇ ಪ್ರಶ್ನೆ ಕೇಳ್ತಾರೆ, ಸಲಹೆ ಕೊಡ್ತಾರೆ: ಸಚಿವ ಎಸ್‌.ಟಿ.ಸೋಮಶೇಖರ್‌ ವ್ಯಂಗ್ಯ",asianet
923,"Covid Crisis: ಬಿಎ.4, ಬಿಎ.5 ಉಪತಳಿಯ ಮೊದಲ ದೇಶಿ ಕೇಸು ಪತ್ತೆ",asianet
924,ಈ ವರ್ಷ ಏರ್‌ಟೆಲ್ ಪ್ರಿಪೇಯ್ಡ್ ಪ್ಲಾನ್ಸ್ ಬೆಲೆ ಏರಿಕೆ ಖಚಿತಪಡಿಸಿದ ಸಿಇಓ,asianet
925,ದಲಿತ ಸ್ವಾಮೀಜಿ ಬಾಯಿಯಿಂದ ಎಂಜಲು ಅನ್ನವನ್ನು ತೆಗೆಸಿ ತಿಂದ ಶಾಸಕ ಜಮೀರ್,asianet
926,London: ಬಸವೇಶ್ವರರ ಪ್ರತಿಮೆಗೆ ಗೌರವ ಸಲ್ಲಿಸಿದ ಸಚಿವ ಅಶ್ವತ್ಥ್ ನಾರಾಯಣ್,asianet
927,6 ತಿಂಗಳ ನಂತರ ಕುಣಿಗಲ್ ಕಾಡಿನಲ್ಲಿ ಪತ್ತೆಯಾದ ಅಸ್ಥಿಪಂಜರ ಹಿಂದೆ ದುರಂತ ಪ್ರೇಮದ ಕಥೆ ,asianet
928,ಮುಂಬೈ: ನಕಲಿ ಚಿನ್ನಾಭರಣ ಮಾರಾಟ: ವ್ಯಾಪಾರಿಗೆ  ₹5.5 ಲಕ್ಷ  ವಂಚಿಸಿದ್ದ ಮಹಿಳೆ ಅರೆಸ್ಟ್ ,asianet
929,ಜೂಮ್ ಮೀಟಿಂಗ್ ವೇಳೆ ಧರಿಸುವ ಬಟ್ಟೆಯಲ್ಲಿ ಆಫೀಸ್‌ಗೆ ಬಂದ ಉದ್ಯೋಗಿಗಳು,asianet
930,"ಜಪಾನ್‌ನಲ್ಲಿ ಅಮೆರಿಕ ಅಧ್ಯಕ್ಷ ಜೋ ಬೈಡೆನ್ ಜೊತೆ ಮೋದಿ ಸಭೆ, ರಷ್ಯಾ-ಉಕ್ರೇನ್ ಯುದ್ಧದ ಬಗ್ಗೆ ಚರ್ಚೆ",asianet
931,"ಜ್ಞಾನವಾಪಿ ಗದ್ದಲದ ಬೆನ್ನಲ್ಲೇ ಕುತುಬ್ ಮಿನಾರ್ ವಿವಾದ, ಉತ್ಖನನ ನಡೆಸಲು ASIಗೆ ಸರ್ಕಾರದ ಆದೇಶ",asianet
932,Mandya Crime: ಮೋಹನ್‌ ಹತ್ಯೆ ಕೇಸ್‌: ನಾಗಮಂಗಲದಲ್ಲಿ ಪ್ರಕ್ಷುಬ್ಧ ವಾತಾವರಣ,asianet
933,Thomas Cup ಜಯಿಸಿದ್ದು ಸಣ್ಣ ಸಾಧನೆಯಲ್ಲ; ಭಾರತ ತಂಡವನ್ನು ಗುಣಗಾನ ಮಾಡಿದ ಪ್ರಧಾನಿ ಮೋದಿ,asianet
934,ಮುಸುಕುಧಾರಿಗಳಿಂದ ಮನೆಗೆ ನುಗ್ಗಿ ದರೋಡೆ: ಲಕ್ಷಾಂತರ ರು.ಮೌಲ್ಯದ ಚಿನ್ನಾಭರಣ ದೋಚಿ ಪರಾರಿ,asianet
935,"ರಸಗೊಬ್ಬರಕ್ಕೆ ಕೇಂದ್ರದ ಬಂಪರ್‌ ಸಬ್ಸಿಡಿ, ಬೆಲೆ ಏರಿಕೆ ಭೀತಿಯಿಂದ ರೈತರು ಪಾರು",asianet
