news,label
ಲಾಕ್‌ಡೌನ್ ಸಮಯದಲ್ಲಿ ಗುಜರಾತ್‌ನ ಭುಜ್ ಮಂದಿರದಲ್ಲಿ ರಾಮ್ ನವಮಿ (2 ಏಪ್ರಿಲ್ 2020 ರಂದು) ಅವರ ಗ್ರ್ಯಾಂಡ್‌ಲೆಬ್ರೇಷನ್ ಫೋಟೋಗಳು,0
ಬಿಸಿಸಿಐಯಿಂದ ಬಂಪರ್ ಬಹುಮಾನ: ಭಾರತೀಯ ಆಟಗಾರರಿಗೆ ಸಿಗುವ ಬೋನಸ್ ಎಷ್ಟು ಗೊತ್ತಾ?,1
ಸ್ವೀಡನ್​ನಲ್ಲಿ ನಡೆದ 'ಯಜಮಾನ' ಹಾಡಿನ ಚಿತ್ರೀಕರಣದ ಸೆಟ್​ನಲ್ಲಿ 'ಡಿ-ಬಾಸ್​' ದರ್ಶನ್- ರಶ್ಮಿಕಾರ ಚಿತ್ರಗಳು,1
 ಗಂಗೆಯಲ್ಇ ತೇಲುತ್ತಿರುವ ಶವಗಳ ಇತ್ತೀಚಿನ ಚಿತ್ರಗಳು,0
ರಾಜ್ಯದಲ್ಲಿ ಇನ್ನು ಮುಂದೆ ತಮಿಳು ಸಿನಿಮಾ ತೆರೆ ಕಾಣುವುದಿಲ್ಲ?,1
‌ ಜನರೇ ಇಲ್ಲದ ಖಾಲಿ ಮೈದಾನಕ್ಕೆ ಕೈ ಬೀಸುತ್ತಾ ಮೋದಿ  ಶುಭಾಶಯ ಕೋರುತ್ತಿರುವ ವಿಡಿಯೋ,0
ವಿಶ್ವಕಪ್​ನಲ್ಲಿ ಪಾಕಿಸ್ತಾನ ವಿರುದ್ಧ ಭಾರತ ಆಡಬಾರದು: ಬಿಸಿಸಿಐಗೆ ಮನವಿ,1
ವರ್ಷದ ಕನ್ನಡಿಗ ಆಯ್ಕೆ ಪ್ರಕ್ರಿಯೆ,1
ಕಪೂರ್​ ಕುಟುಂಬದ ಸೊಸೆಯಾಗಲಿದ್ದಾರಾ ಪರಿಣಿತಿ ಚೋಪ್ರಾ..?,1
 ಭಾರತದ ಯೋಧರಿಗೆ ಚೀನಾ ಮತ್ತೆ ಹಿಂಸೆ ನೀಡಿತಾ?'],0
ಐರ್ಲೆಂಡ್ ವಿರುದ್ಧದ ಎರಡನೇ ಟಿ-20 ಪಂದ್ಯದಲ್ಲಿ ಕೊಹ್ಲಿ ಪಡೆಗೆ ಜಯ: ಸರಣಿ ಕ್ಲೀನ್ ಸ್ವೀಪ್ ಮಾಡಿದ ಭಾರತ,1
ಬಕ್ರೀದ್‌ ದಿನ ಜಾನುವಾರು ಹತ್ಯೆಗೆ ಕಡಿವಾಣ: ಸಚಿವ ಪ್ರಭು ಚವ್ಹಾಣ,0
ಮತ್ತೆ ವೈರಲ್ ಆಗುತ್ತಿವೆ ಪ್ರಿಯಾ ಪ್ರಕಾಶ್​ರ ಹೊಸ ವಿಡಿಯೋ ಹಾಗೂ ಪೋಟೋಗಳು,1
 ಅದಾನಿ ಪತ್ನಿಗೆ ತಲೆಬಾಗಿದ್ರಾ ಮೋದಿ?'],0
 ಕೋವಿಡ್\u200c ಮೃತರ ಬಟ್ಟೆಆಫ್ರಿಕಾಗೆ ಸಾಗಿಸುತ್ತಿದೆಯಾ ಚೀನಾ?'],0
ಶೇರ್​ಇಟ್​ಗೆ ಸೆಡ್ಡು ಹೊಡೆದಿರುವ ಗೂಗಲ್​ ಫೈಲ್​ ಗೋ ಬಗ್ಗೆ ನಿಮಗೆಷ್ಟು ಗೊತ್ತು?,1
ಹೊಸ 'ಶೇಕಿ ಚಾಲೆಂಜ್​'ಗೆ ಕಿಕ್​ ಸ್ಟಾರ್ಟ್​ ಕೊಟ್ಟ ಪವರ್​ಸ್ಟಾರ್​ ಪುನೀತ್​..!,1
 ಪಾಕಿಸ್ತಾನ ಮತ್ತು ಆಸ್ಟ್ರೇಲಿಯಾ T20 ವಿಶ್ವಕಪ್ ಸೆಮಿಫೈನಲ್ ಪಂದ್ಯದ ನಂತರ ಆಸ್ಟ್ರೇಲಿಯನ್ ಕ್ರಿಕೆಟಿಗರೊಬ್ಬರು ಘೋಷಣೆಗಳನ್ನು ಕೂಗುತ್ತಿರುವ ವಿಡಿಯೋ,0
 ಲಡಾಖ್\u200cನಲ್ಲಿ ಹುತಾತ್ಮರಾಗಿದ್ದು 57 ಜನ?'],0
 ಧ್ಯೇಯವಾಕ್ಯ ಬದಲಿಸಿದ ಸುಪ್ರೀಂಕೋರ್ಟ್?'],0
ಫ್ಯಾಕ್ಟ್‌ಚೆಕ್‌: ಭಗವಂತ್‌ ಮಾನ್‌ ಮತ್ತು ಬೈಕ್ ಕಳ್ಳತನ! ಇದು ಸುಳ್ಳು ಸುದ್ದಿ,0
ಹರಿದ ಚಿಂದಿ ಬಟ್ಟೆ ತೊಟ್ಟು ಕಾಲೇಜಿಗೆ ಹೋಗುತ್ತಿದ್ದರು ಅಂಬರೀಶ್..!,1
ಸಾಹಸ ದೃಶ್ಯದ ಚಿತ್ರೀಕರಣದ ವೇಳೆ ನಟ ಅಜಯ್​ ರಾವ್​ಗೆ ಪೆಟ್ಟು,1
ಕರ್ನಾಟಕ ಚುನಾವಣೆ: ಸುಳ್ಳುಸುದ್ಧಿ ವಿರುದ್ಧ ತೊಡೆತಟ್ಟಿದ ಫೇಸ್​ಬುಕ್​,1
ಅರ್ಜುನ್-ಶ್ರುತಿ #MeToo ನಡುವೆ ಪ್ರಚಾರಕ್ಕೆ ಬಂದ ಪ್ರಶಾಂತ್ ಸಂಬರಗಿ ಯಾರು?,1
ಕಣ್​ ಸನ್ನೆ ಹುಡುಗಿ ಪ್ರಿಯಾ ಅಭಿನಯಿಸಲಿರುವ ಬಾಲಿವುಡ್​ ಸಿನಿಮಾ ಯಾವುದು ಗೊತ್ತಾ?,1
 ರಾಹುಲ್ ಗಾಂಧಿ ಮಾಸ್ಕ್ ಹಾಕಿಕೊಂಡೇ ಊಟ ಮಾಡುತ್ತಾರೆ,0
ಖ್ಯಾತ ಕ್ರಿಕೆಟಿಗ ಜಾವಗಲ್ ಶ್ರೀನಾಥ್ ತಂದೆ ವಿಧಿವಶ,1
ಸಿದ್ದಗಂಗಾ ಶ್ರೀಗಳಿಗೆ ಭಾರತ ರತ್ನ ನೀಡಲು ಒತ್ತಾಯ ; ನ್ಯೂಸ್ 18 ಕನ್ನಡ ಅಭಿಯಾನಕ್ಕೆ 'ಕಿಚ್ಚ' ಸುದೀಪ್ ಬೆಂಬಲ,1
 NEET PG 2022 Exam ಮುಂದೂಡಲಾಗಿದೆ ಎಂಬ ನೋಟಿಸ್\u200c ಫೇಕ್,0
ಗುರುತಿಸಲಾಗದ ವೇಶದಲ್ಲಿ ಹೃತಿಕ್​: ವೈರಲ್​ ಆದ ಫೋಟೋಗಳು,1
ಕ್ಸಿಯಾಮಿ ಕಂಪೆನಿ ಪುರಷರಿಗಾಗಿ ಪರಿಚಯಿಸುತ್ತಿದೆ ಇಕೋ ಸ್ಪೋಟ್ಸ್​​​ ಶೂ,1
 ಪುನೀತ್ ರಾಜ್​ಕುಮಾರ್ ಅವರ ಸಾವಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಡಾ. ದೇವಿ ಶೆಟ್ಟಿ ಅವರ ಸಂದೇಶ,0
ಜಮೀರ್‌ ಅಹಮ್ಮದ್‌ ಖಾನ್‌ ಬಳಿ ₹87 ಕೋಟಿ ಅಕ್ರಮ ಆಸ್ತಿ?,0
ಕೆ.ಜಿ.ಎಫ್​. ಸಿನಿಮಾದ ಲಿರಿಕಲ್​ ವಿಡಿಯೋ ಬಿಡುಗಡೆ,1
Video: ರೆಬೆಲ್​ ಸ್ಟಾರ್​ ಅಂಬಿ ಹೇಗೆ ಕಣ್​ ಸನ್ನೆ ಹೇಗಿರುತ್ತೆ ಗೊತ್ತಾ? ಅದಕ್ಕೆ ಈ ವಿಡಿಯೋ ನೋಡಿ...,1
ಟೀಂ ಇಂಡಿಯಾ ಬೌಲರ್​ಗಳ ದಾಳಿಗೆ ಮಕಾಡೆ ಮಲಗಿದ ಆಂಗ್ಲರು: 287ಕ್ಕೆ ಆಲೌಟ್,1
"ಫ್ಯಾಕ್ಟ್‌ಚೆಕ್: ನಾಗಾ ಸಾಧುವೊಬ್ಬರ ಗಡ್ಡ, ಜಡೆಯನ್ನು ಯುವಕ ಕತ್ತರಿಸಿದ್ದು ನಿಜವೇ?",0
10 ಲಕ್ಷ ಮಕ್ಕಳು ಶಾಲೆಯಿಂದ ಹೊರಗೆ: ಹೈಕೋರ್ಟ್‌ಗೆ ವರದಿ ಸಲ್ಲಿಕೆ,0
 ಅಂಬಾಲಾದಲ್ಲಿ ರಫೇಲ್ ಜೆಟ್ ಅಪಘಾತದ ಸುದ್ದಿ ಸುಳ್ಳು,0
ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಸ್ಪೆಶಲ್ ಸ್ಟೋರಿ,1
 | ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ನಿರುದ್ಯೋಗ ಸಮಸ್ಯೆ ಕಡಿಮೆಯಾಗಿದೆಯೇ?,0
ಸೆರೆನಾಗೆ ಆಘಾತ; ಜರ್ಮನಿಯ ಏಂಜೆಲಿಕ್ ಕೆರ್ಬೆರ್ ಮುಡಿಗೆ ವಿಂಬಲ್ಡನ್ ಮುಕುಟ,1
ವರ್ಷದ ಕನ್ನಡಿಗ ಆಯ್ಕೆ ಪ್ರಕ್ರೀಯೆ,1
'ಕೆ.ಜಿ.ಎಫ್ ಚಾಪ್ಟರ್ 2' ಯಾವಾಗ ಶುರು: ಇದೇ ಡಿಸೆಂಬರ್​ಗೆ ರಿಲೀಸ್ ಆಗುತ್ತಾ ಭಾಗ-2..?,1
ಐಪಿಎಲ್​ 2018: ಸೋಲಿನ ಸುಳಿಯಿಂದ ಹೊರಬಂದ ರೋಹಿತ್ ಪಡೆ: ಮುಂಬೈ ಪ್ಲೇ ಆಫ್ ಕನಸು ಇನ್ನೂ ಜೀವಂತ,1
"Arecibo Message Explained: ಅನ್ಯಗ್ರಹ ಸಂದೇಶಕ್ಕೆ 44 ವರ್ಷ, ಗೂಗಲ್​ನಿಂದ ಡೂಡಲ್​ ಗೌರವ",1
ಭಾರತ vs ಆಸ್ಟ್ರೇಲಿಯಾ ಮೊದಲ ಟಿ-20 ಪಂದ್ಯದ ಕೆಲ ರೋಚಕ ಕ್ಷಣಗಳು,1
 ಬಿಎಸ್ಎಫ್ ಯೋಧರೊಂದಿಗೆ ವಿಜಯ್ ದಿವಸ್ ಆಚರಿಸಿದ್ರಾ ಬಾಲಿವುಡ್\u200c ಬೆಡಗಿ?'],0
 ರಷ್ಯಾ ಉಕ್ರೇನ್ ವಿರುದ್ಧ ವಾಯುದಾಳಿ ನಡೆಸುತ್ತಿರುವ ಇತ್ತೀಚಿನ ವೀಡಿಯೊ,0
ಕೊಹ್ಲಿ ನಾಯಕನಾದರೂ ಆಂಗ್ಲರಿಗೆ ಶುರುವಾಗಿದೆ ಧೋನಿ ಭಯ..!,1
" ವಿದ್ಯಾರ್ಥಿಗಳ ಶುಲ್ಕ ಪಾವತಿಗೆ ಕೇಂದ್ರದಿಂದ 11,000 ರೂ ನೆರವು?",0
 ಅಬ್ಬಬ್ಬಾ...! ರೋಬೋಟ್\u200c ಬಾಡಿಗಾರ್ಡ್\u200cಗೆ 55 ಕೋಟಿ!'],0
ವಿವಾಹಕ್ಕೆ ಮುನ್ನ ಗರ್ಭಿಣಿಯಾಗಿದ್ದ ನಟಿ: ವಿಷಯ ಮುಚ್ಚಿದ್ದಕ್ಕೆ ಕಾರಣ ಬಾಯಿಬಿಟ್ಟ ನೇಹಾ..!,1
ಪಾನಿಪುರಿ ಕಿಟ್ಟಿ ಜೊತೆ ಮಾತುಕತೆಗೆ ಮುಂದಾದ ನಾಗರತ್ನ ?,1
 5ಜಿ ಮೊಬೈಲ್ ಟವರ್‌ನಿಂದ ಕೊರೊನಾ 2ನೇ ಅಲೆ ಹೆಚ್ಚಳ ,0
ರೆಮೊ ಡಿಸೋಜಾ ಅವರ ಸಿನಿಮಾದಲ್ಲಿ ಅಭಿನಯಿಸಲು ವರುಣ್​ ಧವನ್​ಗೆ 32 ಕೋಟಿ ಸಂಭಾವನೆ?,1
ಫ್ಯಾಕ್ಟ್‌ ಚೆಕ್‌: ಲಂಡನ್‌ ಸೇತುವೆ ಬಳಿ ಹನುಮಾನ್‌ ಚಾಲೀಸಾ ಪಠಣ?,0
 ವಿಪಕ್ಷ ನಾಯಕರ ಸಭೆಗೆ ಸುಬ್ರಮಣಿಯನ್ ಸ್ವಾಮಿ ಭಾಗಿಯಾಗಿದ್ರಾ?,0
 ಬೇರು ಕತ್ತರಿಸಿದರೂ 15 ದಿನಗಳವರೆಗೆ ಬದುಕಬಲ್ಲ ಶಿವ ನಾಗ ಮರದ ವಿಡಿಯೋ,0
ನೀವು ನೋಡಿರದ ಕಲಿಯುಗ ಕರ್ಣನ ವಿವಿಧ ರೂಪುಗಳು,1
ನಂದಮೂರಿ ಬಾಲಕೃಷ್ಣಗೆ ಜೊತೆಯಾದ ಕನ್ನಡತಿ ಶ್ರದ್ಧಾ ಶ್ರೀನಾಥ್​!,1
 ಗರ್ಭಿಣಿ ಆನೆ ಹತ್ಯೆಗೆ ಕೋಮು ಬಣ್ಣ?'],0
: ಉದ್ದಿಮೆ ಆರಂಭಿಸಲು ಪಿಎಂ ಮುದ್ರಾ ಯೋಜನೆ ಅಡಿ ₹ 10 ಲಕ್ಷ ಸಾಲ?,0
ಸದ್ದಿಲ್ಲದೆ ವಿವಾಹವಾಗಿದ್ದ ನೇಹಾ-ಅಂಗದ್​ ಜೋಡಿ ಮಾಲ್ಡೀವ್ಸ್​ನಲ್ಲಿ..!,1
ನಟ ರೆಬೆಲ್​ ಸ್ಟಾರ್​ ಅಂಬರೀಶ್​ ಅಸ್ವಸ್ಥ; ವಿಕ್ರಂ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲು​,1
ಗಲ್ಲಾ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ದ್ವಿಶತಕ ಬಾರಿಸಿದ 'ಕೆಜಿಎಫ್​'; ಹೊಸ ದಾಖಲೆ ಬರೆದ ಯಶ್​ ಚಿತ್ರ,1
"ಹೌದು ಸ್ವಾಮಿ, ಬಿಗ್ ಬಾಸ್ ಮನೆಯಿಂದ ಹೊರ ಹೋಗುವ ಮೊದಲ ಸ್ಪರ್ಧಿ ಇವರೇ..!",1
 ಕಾಶ್ಮೀರದಲ್ಲಿ ಕಲ್ಲು ತೂರಾಟದ ಫೋಟೋ ಹೋಲಿಸಿದ್ದು ಈ ಘಟನೆಗೆ ,0
 ಚೀನಾದ ಹುಬೈನಲ್ಲಿ ಅನೇಕ ಚಾವಣಿಗಳ ಅಂಚುಗಳ ಕೆಳಗೆ ಬಾವಲಿಗಳ ವಿಡಿಯೋ ಕಂಡುಬಂದಿದೆ. ಅದು ಕೊರೊನಾವೈರಸ್ನ ಮೂಲವಾಗಿದೆ,0
 ನೆಹರು ಪ್ರತಿಮೆಗೆ ನಮಿಸಿದ ಮೋದಿ!'],0
ವೈರಲ್ ಆಗಿವೆ ರಣವೀರ್ ಸಿಂಗ್’ರ ಈ ಫೋಟೋಗಳು,1
ಐಪಿಎಲ್ 2018: ಎಬಿಡಿ ಬ್ಯಾಟಿಂಗ್ ಅಬ್ಬರಕ್ಕೆ ಡೆಲ್ಲಿ ಕಂಗಾಲು​: ಆರ್​ಸಿಬಿಗೆ 6 ವಿಕೆಟ್​ಗಳ ಭರ್ಜರಿ ಜಯ,1
 ಕುಂಭಮೇಳ ಯಶಸ್ಸಿಗೆ ಮೆಚ್ಚುಗೆ ಸೂಚಿಸಿ ಪತ್ರ ಬರೆದರಾ ಧೋವಲ್..?'],0
ಇಂದು ಬಿಡುಗಡೆಯಾದ 'ಆ್ಯಕ್ಸಿಡೆಂಟಲ್ ಪ್ರೈಮಿನಿಸ್ಟರ್' ಸಿನಿಮಾ ವಿರುದ್ಧ ಕಾಂಗ್ರೆಸ್​ ನಾಯಕರ ಆಕ್ರೋಶ,1
 ಕೊರೊನಾ ಲಸಿಕೆ ಪಡೆಯಲು ಹಿರಿಯ ನಾಗರಿಕರು ಯಾವುದೇ ವಿವರ ನೀಡುವ ಅಗತ್ಯವಿಲ್ಲ ,0
ಕೆಟಿಎಂ ಡ್ಯೂಕ್ 200ಸಿಸಿ: ಕಡಿಮೆ ಬೆಲೆಯ ಹೊಸ ಬೈಕ್,1
 ಕುಡಿದ ಅಮಲಿನಲ್ಲಿ ಪ್ರಧಾನಿ ಮೋದಿ ಮಾಧ್ಯಮಗಳೊಂದಿಗೆ ಮಾತನಾಡುತ್ತಿರುವ ವಿಡಿಯೋ,0
 ಕೊರೊನಾವೈರಸ್ ರೋಗಿಗಳಿಗಾಗಿ ಚೀನಾ ಸ್ಥಾಪಿಸಿದ ಹೊಸ ಆಸ್ಪತ್ರೆಯ ವಿಡಿಯೋ,0
 ಲೈವ್ ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್‌ನಲ್ಲಿ ಇಂಧನ ಬೆಲೆ ಏರಿಕೆ ಬಗ್ಗೆ ಪ್ರಶ್ನೆ ಕೇಳಿದ ವ್ಯಕ್ತಿಯನ್ನು ಕುಳಿತುಕೊಳ್ಳುವಂತೆ ನರೇಂದ್ರ ಮೋದಿ ಹೇಳುವ ವಿಡಿಯೋ,0
ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವಕಾಶ ಸಿಗದೇ ಊಬರ್ ಚಾಲಕರಾದ ಶಂಕರ್ ಅಶ್ವತ್ಥ್ ಭಾಗ-01,1
 ಅಕ್ಟೋಬರ್ 1ರಿಂದ ಚಿತ್ರ ಮಂದಿರಗಳು ತೆರೆಯಲಿವೆ,0
 ಪಶ್ಚಿಮ ಬಂಗಾಳದಲ್ಲಿ ಮುಸ್ಲಿಂ ಗುಂಪುಗಳು ನಡೆಸಿದ ಬೃಹತ್ ಪ್ರಭಟನೆಯ ವಿಡಿಯೋ,0
"VIDEO:ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ವೈರಲ್​ ಆಯ್ತು ""ಮೀಸೆ ಮತ್ತು ಜಡೆ"" ಜಗಳ; ಮಿಸ್​ ಮಾಡ್ದೆ ನೋಡಿ",1
'ಸ. ಹಿ. ಪ್ರಾ ಶಾಲೆ ಕಾಸರಗೋಡು' ವೀಕ್ಷಿಸಿದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದರಾಮಯ್ಯ ಹೇಳಿದ್ದೇನು?,1
ಆರ್ಮಿ ಕ್ಯಾಪ್ ಧರಿಸಿ ಭಾರತ ಕಣಕ್ಕೆ; ಪಂದ್ಯದ ಸಂಭಾವನೆ ಹುತಾತ್ಮ ಯೋಧರಿಗೆ ಎಂದ ಕೊಹ್ಲಿ,1
 ರಾಮ ಮಂದಿರವನ್ನು ನಿರ್ಮಿಸಿದರೆ ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಳ್ಳುತ್ತೇನೆ ಎಂದು ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡ ಕಪಿಲ್ ಸಿಬಲ್ ಹೇಳಿದ್ದಾರೆ,0
ಹೊಸ ವರ್ಷಕ್ಕೆ ಬಂಪರ್​ ಆಫರ್​; ರಿಯಾಯಿತಿ ದರದಲ್ಲಿ ‘ಒನ್ ಪ್ಲಸ್ 6ಟಿ’ ಮೊಬೈಲ್​,1
 ನೆಹರುಗೆ ತಲೆಬಾಗಿ ನಮಿಸಿದ್ರಾ ಮೋದಿ?'],0
 ಧೂಮಪಾನಿಗಳಿಗೆ ಕೊರೊನಾ ಸೋಂಕು ತಗುಲುವ ಪ್ರಮಾಣ ಕಡಿಮೆ? ,0
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ ವಿಜೇತರಿಗೆ ಕೇಂದ್ರದಿಂದ ನಗದು ಬಹುಮಾನ ನೀಡಿ ಸನ್ಮಾನ,1
ಒಡೆಯರ್ ಚಿತ್ರ ಮುಹೂರ್ತಕ್ಕೂ ಮೊದಲೆ ವಿಘ್ನ- ಟೈಟಲ್ ಬದಲಿಸಲು ಆಗ್ರಹಿಸಿ ದೂರು ದಾಖಲು,1
ಧಗಧಗನೆ ಹೊತ್ತಿ ಉರಿದ ಕನ್ನಡದ ಬಿಗ್​​ಬಾಸ್​ ಮನೆ,1
ವೈರಲ್ ಸಂದೇಶ ನಿರ್ಲಕ್ಷಿಸಿ: ವಿದ್ಯುತ್ ಚಾಲಿತ ಟ್ಯಾಕ್ಸಿ ಸೇವೆ ಟಾಟಾ ಕಂಪನಿಯದಲ್ಲ,0
"ಬಾದಾಮಿ ಬಳಿ ಎರಡು ಕೋಮುಗಳ ನಡುವೆ ಗಲಾಟೆ: ಶಾಲಾ–ಕಾಲೇಜುಗಳಿಗೆ ರಜೆ, ನಿಷೇಧಾಜ್ಞೆ",0
"['ಕೆಂಪುಕೋಟೆ ಮೇಲೆ ಖಲಿಸ್ತಾನದ ಧ್ವಜ ಹಾರಿತಾ? ರೈತ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ  ಸತ್ಯವೆಷ್ಟು, ಸುಳ್ಳೆಷ್ಟು.?']",0
ಸೌರಾಷ್ಟ್ರ ಮಣಿಸಿ ಎರಡನೇ ಬಾರಿ ರಣಜಿ ಕಿರೀಟ ತೊಟ್ಟ ವಿದರ್ಭ,1
" ನೀರು ಕುಡಿಯುತ್ತಾ ಫೋನಲ್ಲಿ ಮಾತಾಡಬೇಡಿ, ಸ್ಪೋಟಗೊಂಡೀತು ಜೋಕೆ!']",0
 ರಾಜಸ್ಥಾನ ಸರ್ಕಾರ 8 ಮುಸ್ಲಿಮರನ್ನು ಬರಿಗಾಲಲ್ಲಿ ಕರೆದೊಯ್ದಿದ್ದು ಸತ್ಯವೇ? ,0
ನಟಿ ನಾಗಾ ಆತ್ಮಹತ್ಯೆ; ಕಾರಣವಾಯ್ತಾ ಲವ್ ಸ್ಟೋರಿ?,1
 ರೈತರಿಗೆ ಪೊಲೀಸರು ಹೊಡೆದೇ ಇಲ್ಲವೇ? ಅವರು ಖಲಿಸ್ತಾನ ಉಗ್ರರೇ?,0
 ಹಗಲು ಹೊತ್ತಿನಲ್ಲಿ ಬ್ಯಾಂಕ್ ದರೋಡೆ ಮಾಡಲು ಬಂದ ದರೋಡೆಕೋರರನ್ನು ಪೊಲೀಸರು ಹಿಡಿಯುತ್ತಿರುವ ವಿಡಿಯೋ,0
"['ಈ ಸಂದೇಶ ನಿಮಗೂ ಬರಬಹುದು ಎಚ್ಚರ, ಹೀಗ್ಮಾಡಿದ್ರೆ ಗ್ರೂಪಿಂದ ಔಟ್!']",0
 ರಾಖಿ ಸಾವಂತ್ ಪಾಕಿಸ್ತಾನ ಧ್ವಜವನ್ನು ಅಪ್ಪಿಕೊಂಡಿದ್ದೇಕೆ? ,0
 ಇತ್ತಿಚಿಗೆ ಹತ್ರಾಸ್‌ (ಉತ್ತರಪ್ರದೇಶ್‌) ನಲ್ಲಿ ಅತ್ಯಾಚಾರಕ್ಕೆ ಗುರಿಯಾದ ಸಂತ್ರಸ್ತೆಯ ಫೋಟೋ,0
 ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದಲ್ಲಿ 370ನೇ ವಿಧಿಯನ್ನು ರದ್ದುಗೊಳಿಸಿದ ನಂತರ ಕಾಶ್ಮೀರಿ ಪಂಡಿತರೊಬ್ಬರು ಗೋಹತ್ಯೆಯನ್ನು ಧೈರ್ಯದಿಂದ ತಡೆಯುವ ವಿಡಿಯೋ,0
" ರೈತ ಚಳುವಳಿಯ ನಾಯಕ ರಾಕೇಶ್ ಟಿಕಾಯತ್, ಮುಸ್ಲಿಮರ ಸಹಾನುಭೂತಿಗಾಗಿ ‘ಅಲ್ಲಾ ಹು ಅಕ್ಬರ್’ ಎಂದು ಘೋಷಣೆ ಕೂಗಿದರೆ, ಹಿಂದೂ ರೈತರು ಕೋಪದಿಂದ ‘ಹರಹರ ಮಹಾದೇವ್’ ಎಂದು ಘೋಷಣೆ ಕೂಗಿದ್ದಾರೆ",0
ಉಗ್ರ ಹಫೀಜ್​ ಸಯೀದ್​ ಪಕ್ಷದ ಖಾತೆಯನ್ನು ಸ್ಥಗಿತಗೊಳಿಸಿದ ಫೇಸ್​ಬುಕ್​,1
ವೀನಸ್ ಹಾಗೂ ಸೆರೆನಾ ವಿಲಿಯಮ್ಸ್ ಅವರ ಅಪರೂಪದ ಚಿತ್ರಗಳು,1
#MeToo: ಅರ್ಜುನ್​ ಸರ್ಜಾ ಬರೆದಿರುವ ಇ-ಮೇಲ್​ನಲ್ಲೇನಿದೆ..?,1
ಮಾನಸಿಕ ಅಸ್ವಸ್ಥನಿಗೆ ಹೊಸ ಬದುಕು ಕೊಟ್ಟ ಕಿಚ್ಚ ಅಭಿಮಾನಿಗಳು!,1
2019ರ ಆ್ಯಂಡ್ರಾಯ್ಡ್​​ ಫೋನ್​ಗಳ ಎಮೋಜಿ ಪಟ್ಟಿಯಲ್ಲಿ ‘ಹಿಂದು‘ ದೇವಸ್ಥಾನ ಸೇರಿ ಹಲವು ಹೊಸ ಸೇರ್ಪಡೆ,1
 ಮಮತಾ ಬ್ಯಾನರ್ಜಿ ಇದ್ದಕ್ಕಿದ್ದಂತೆ ತನ್ನ ಗಾಲಿಕುರ್ಚಿಯಿಂದ ನಡೆದುಕೊಂಡು ಹೋಗುತ್ತಿರುವ ಫೋಟೋ,0
'ಯೋ ಯೋ ಟೆಸ್ಟ್'​ ಪಾಸ್ ಮಾಡಿದ ಗೌತಮ್ ಗಂಭೀರ್ ಮಗಳು,1
ನಿಮ್ಮ ಆ್ಯಂಡ್ರಾಯ್ಡ್​ ಮೊಬೈಲ್​ ಸ್ಪೀಡ್​ ವೃದ್ಧಿಸುವುದು ಹೇಗೆ?,1
 ದೀಪಿಕಾ ಪಡುಕೋಣೆ ಧರಿಸಿದ್ದ ಟೀಶರ್ಟ್ ಮೇಲೆ ‘ನಾನು ಭಾರತೀಯ ರೈತರ ಪರ ನಿಲ್ಲುತ್ತೇನೆ’ ಎಂದು ಬರೆದಿತ್ತು,0
ಮೊದಲಿನಂತಿರುವುದಿಲ್ಲ ಇನ್ಸ್ಟಾ ಗ್ರಾಂ ನ್ಯೂಸ್​ ಪೀಡ್​!: ಬಂದಿದೆ ಈ ನೂತನ ಫೀಚರ್,1
ನಟಿ ಸನ್ನಿ ಲಿಯೋನ್​ನ​ನ್ನು ಹಿಂಬಾಲಿಸುತ್ತಿರುವ ಬಾಲಿವುಡ್ ಬ್ಯೂಟಿ ಕರೀನಾ ಕಪೂರ್,1
ಹೆಂಡತಿಯನ್ನು ಮನೆಯಿಂದ ಹೊರಹಾಕಿದ 'ಅಗ್ನಿಸಾಕ್ಷಿ' ಧಾರಾವಾಹಿಯ ಸಹನಟ..!,1
 ಹಿಂದೂ ಆಚಾರಗಳ ವಿರುದ್ಧ ಅಮೀರ್ ಖಾನ್ ಮಾಡಿದ ಕಾಮೆಂಟ್‌ಗಳಿಗೆ ಉತ್ತರವಾಗಿ ಪಾಯಲ್ ರೋಹಟ್ಗಿ ಮುಸ್ಲಿಂ ಆಚಾರಗಳಿಗೆ ವಿರುದ್ಧವಾಗಿ ಮಾಡಿದ ಪ್ರತಿಕ್ರಿಯೆಗಳು,0
